100 7994
98 85 789
98 31 541
98 2 688
98 89 918
98 10 705
98 13 718
98 94 557
98 8 843
98 5 915
64 90 740
64 69 533
64 75 915
64 61 708
64 98 7
64 77 10
64 95 961
64 7 584
64 92 796
64 79 932
64 99 506
64 87 698
64 12 854
64 54 559
64 73 809
64 67 945
64 52 854
64 72 901
64 1 981
64 18 670
64 91 997
64 60 998
64 19 687
64 96 522
64 63 801
64 86 852
64 82 666
64 4 805
64 28 538
64 33 861
64 9 809
64 17 996
64 97 721
64 57 614
64 78 612
64 56 983
64 26 673
64 23 575
64 43 784
64 6 961
64 0 988
64 3 809
64 50 636
64 51 651
64 36 503
64 16 743
64 55 978
64 46 519
64 40 561
64 58 556
64 44 610
64 34 823
64 62 871
64 45 596
64 66 664
64 41 766
64 68 900
64 22 891
64 71 939
64 38 917
64 74 836
64 49 729
64 37 776
64 42 528
64 11 561
64 27 720
64 81 730
64 32 969
64 83 569
64 85 869
64 31 624
64 2 993
64 89 585
64 48 822
64 25 645
64 13 690
64 94 963
64 39 841
64 5 533
64 15 983
77 90 786
77 69 848
77 88 726
77 75 658
77 64 10
77 95 4
77 7 535
77 92 859
77 99 580
77 93 697
77 12 542
77 54 913
77 73 772
77 67 849
77 80 853
77 52 762
77 1 597
77 65 864
77 18 514
77 60 656
77 19 553
77 96 728
77 63 799
77 29 675
77 86 502
77 82 943
77 20 772
77 33 875
77 9 717
77 17 660
77 97 735
77 57 753
77 24 507
77 56 663
77 23 882
77 0 756
77 3 527
77 53 819
77 16 516
77 55 912
77 46 861
77 40 520
77 58 636
77 59 855
77 44 521
77 34 993
77 30 966
77 45 916
77 66 730
77 41 980
77 68 940
77 22 717
77 70 691
77 71 904
77 21 593
77 74 614
77 49 845
77 76 574
77 37 501
77 11 890
77 27 731
77 32 999
77 83 765
77 84 948
77 85 686
77 31 822
77 2 908
77 89 749
77 25 606
77 10 538
77 13 947
77 94 723
77 8 930
77 35 543
77 5 557
77 15 923
95 90 631
95 69 619
95 88 574
95 75 969
95 61 974
95 98 781
95 64 961
95 77 4
95 7 9
95 92 939
95 79 825
95 99 854
95 93 718
95 87 721
95 12 853
95 54 832
95 73 929
95 67 563
95 72 957
95 1 958
95 65 647
95 18 869
95 91 975
95 60 582
95 96 907
95 29 834
95 82 556
95 20 672
95 4 543
95 33 694
95 9 542
95 97 999
95 57 950
95 24 897
95 78 665
95 56 874
95 26 536
95 23 918
95 43 802
95 0 534
95 3 685
95 50 576
95 51 640
95 36 725
95 16 767
95 46 766
95 40 679
95 58 683
95 59 728
95 44 804
95 62 944
95 30 672
95 47 540
95 45 781
95 41 526
95 68 755
95 70 980
95 21 599
95 38 965
95 74 824
95 49 780
95 76 723
95 37 996
95 11 873
95 27 853
95 32 893
95 83 852
95 84 890
95 85 859
95 31 749
95 14 978
95 2 593
95 89 846
95 48 943
95 25 704
95 10 530
95 13 935
95 8 832
95 35 984
95 5 907
95 15 700
7 90 652
7 75 802
7 61 953
7 98 754
7 64 584
7 77 535
7 95 9
7 92 6
7 79 621
7 99 841
7 93 736
7 87 837
7 54 931
7 73 596
7 67 938
7 72 797
7 1 800
7 18 633
7 91 673
7 60 781
7 96 981
7 63 574
7 86 554
7 82 679
7 4 930
7 9 721
7 17 997
7 97 673
7 57 796
7 78 985
7 56 953
7 26 981
7 23 942
7 43 568
7 6 509
7 0 722
7 3 504
7 50 512
7 51 535
7 36 803
7 53 612
7 16 911
7 55 989
7 46 879
7 40 584
7 58 774
7 59 727
7 44 976
7 62 896
7 30 904
7 66 744
7 41 684
7 68 870
7 22 629
7 70 539
7 71 900
7 21 934
7 38 501
7 74 894
7 49 875
7 76 798
7 37 759
7 42 525
7 11 827
7 27 895
7 81 953
7 32 744
7 83 669
7 85 799
7 31 807
7 14 503
7 2 530
7 89 782
7 48 707
7 10 842
7 13 988
7 94 971
7 35 798
7 39 709
7 5 951
7 15 803
92 90 726
92 69 555
92 88 873
92 75 760
92 61 924
92 98 690
92 64 796
92 77 859
92 95 939
92 7 6
92 79 7
92 99 870
92 87 521
92 12 515
92 73 944
92 67 689
92 80 630
92 52 580
92 72 590
92 1 828
92 18 546
92 91 500
92 60 567
92 19 996
92 63 788
92 29 633
92 86 862
92 82 512
92 20 882
92 4 830
92 28 888
92 33 671
92 9 652
92 17 551
92 97 510
92 57 527
92 24 957
92 26 919
92 23 733
92 43 896
92 6 909
92 0 725
92 3 590
92 50 582
92 51 883
92 36 585
92 53 642
92 40 883
92 58 598
92 44 521
92 34 977
92 62 946
92 30 705
92 47 577
92 45 601
92 66 887
92 41 613
92 68 817
92 70 754
92 71 787
92 21 627
92 38 915
92 74 835
92 49 614
92 76 739
92 42 884
92 11 631
92 27 793
92 81 703
92 32 714
92 83 643
92 84 764
92 85 676
92 31 566
92 14 900
92 2 910
92 89 678
92 48 919
92 10 862
92 13 540
92 94 519
92 39 636
92 5 515
92 15 744
79 90 523
79 61 526
79 98 547
79 64 932
79 95 825
79 7 621
79 92 7
79 99 3
79 87 923
79 12 690
79 54 687
79 73 734
79 67 668
79 80 671
79 52 918
79 72 594
79 1 805
79 65 697
79 18 600
79 60 560
79 19 736
79 96 764
79 63 737
79 29 608
79 86 833
79 82 998
79 20 646
79 4 962
79 28 608
79 33 913
79 9 755
79 97 836
79 78 955
79 26 983
79 23 777
79 43 777
79 6 742
79 3 927
79 50 527
79 51 794
79 36 831
79 53 924
79 16 702
79 55 598
79 46 685
79 40 539
79 58 724
79 59 690
79 44 830
79 34 702
79 62 616
79 30 671
79 47 745
79 66 772
79 41 796
79 68 502
79 22 513
79 70 640
79 71 796
79 21 526
79 38 952
79 74 659
79 49 903
79 76 980
79 42 762
79 11 708
79 81 805
79 83 930
79 84 712
79 85 558
79 31 883
79 14 938
79 2 904
79 48 988
79 25 611
79 10 805
79 13 584
79 94 608
79 8 547
79 35 784
79 39 529
79 5 569
79 15 871
99 90 578
99 69 585
99 88 511
99 75 561
99 61 781
99 64 506
99 77 580
99 95 854
99 7 841
99 92 870
99 79 3
99 93 4
99 12 890
99 54 956
99 67 746
99 80 547
99 52 600
99 72 955
99 1 886
99 65 929
99 18 545
99 91 899
99 60 855
99 19 630
99 96 976
99 63 682
99 29 675
99 86 590
99 82 648
99 20 704
99 4 565
99 28 694
99 9 649
99 17 877
99 24 807
99 78 599
99 56 756
99 26 734
99 6 526
99 0 960
99 3 900
99 50 866
99 36 612
99 53 830
99 16 699
99 55 808
99 46 698
99 40 996
99 58 729
99 59 849
99 34 835
99 62 849
99 47 875
99 45 516
99 66 860
99 41 960
99 70 862
99 71 584
99 38 744
99 74 523
99 76 773
99 37 791
99 42 580
99 11 957
99 81 755
99 32 872
99 84 818
99 31 630
99 2 555
99 48 639
99 25 967
99 13 842
99 94 768
99 8 798
99 35 590
99 39 707
99 5 730
99 15 655
93 90 570
93 69 705
93 61 801
93 98 594
93 77 697
93 95 718
93 7 736
93 99 4
93 87 2
93 12 927
93 54 561
93 67 876
93 80 997
93 52 783
93 72 859
93 1 943
93 18 669
93 91 561
93 60 636
93 19 849
93 96 590
93 29 672
93 86 782
93 82 539
93 20 871
93 4 597
93 28 864
93 33 817
93 9 562
93 17 775
93 57 786
93 24 874
93 56 511
93 26 517
93 23 705
93 6 877
93 0 999
93 50 503
93 51 564
93 36 861
93 16 678
93 55 814
93 46 759
93 40 708
93 58 698
93 44 866
93 34 712
93 62 535
93 30 808
93 47 794
93 45 955
93 41 958
93 68 688
93 22 955
93 70 662
93 71 953
93 21 839
93 38 648
93 74 962
93 49 833
93 76 564
93 37 623
93 11 892
93 27 771
93 81 951
93 32 722
93 83 537
93 84 615
93 85 771
93 31 962
93 14 741
93 2 947
93 89 791
93 48 619
93 10 530
93 13 811
93 94 704
93 8 897
93 35 600
93 39 614
93 5 658
93 15 568
87 90 722
87 88 607
87 75 542
87 61 510
87 98 961
87 64 698
87 95 721
87 7 837
87 92 521
87 79 923
87 93 2
87 12 7
87 54 805
87 73 950
87 67 682
87 80 834
87 52 654
87 72 968
87 65 957
87 18 994
87 91 843
87 60 918
87 96 581
87 63 684
87 29 804
87 86 886
87 82 521
87 20 592
87 4 637
87 28 529
87 33 952
87 9 815
87 17 888
87 97 730
87 57 773
87 24 764
87 78 715
87 56 873
87 23 910
87 6 604
87 0 591
87 3 774
87 50 948
87 36 830
87 53 615
87 16 754
87 55 753
87 46 971
87 40 658
87 58 790
87 59 835
87 62 641
87 45 523
87 66 600
87 41 835
87 68 801
87 70 631
87 21 996
87 38 803
87 74 825
87 76 836
87 37 918
87 42 729
87 11 627
87 27 638
87 81 543
87 32 569
87 83 951
87 84 791
87 85 722
87 31 886
87 14 779
87 2 554
87 89 807
87 48 748
87 25 784
87 10 827
87 13 703
87 94 903
87 8 771
87 35 729
87 39 892
87 5 770
87 15 571
12 69 708
12 88 658
12 61 675
12 98 988
12 64 854
12 77 542
12 95 853
12 92 515
12 79 690
12 99 890
12 93 927
12 87 7
12 54 7
12 73 930
12 67 655
12 80 851
12 52 821
12 72 857
12 1 913
12 18 549
12 19 745
12 96 858
12 63 773
12 29 509
12 86 644
12 82 562
12 20 935
12 28 581
12 33 939
12 9 769
12 17 542
12 97 592
12 57 935
12 24 709
12 78 952
12 56 575
12 26 523
12 23 876
12 6 668
12 0 728
12 50 515
12 51 530
12 36 893
12 53 733
12 16 785
12 55 992
12 46 786
12 40 588
12 58 757
12 59 512
12 44 994
12 34 540
12 62 514
12 30 890
12 47 837
12 45 545
12 66 883
12 68 777
12 22 886
12 70 737
12 71 988
12 21 652
12 38 906
12 74 877
12 49 511
12 76 941
12 37 954
12 42 912
12 27 550
12 81 731
12 32 605
12 83 726
12 84 743
12 31 887
12 14 511
12 2 881
12 89 995
12 48 514
12 25 586
12 10 786
12 94 592
12 8 541
12 39 591
12 5 532
54 90 616
54 75 647
54 61 947
54 98 775
54 64 559
54 77 913
54 95 832
54 7 931
54 79 687
54 99 956
54 93 561
54 87 805
54 12 7
54 73 8
54 67 646
54 80 920
54 72 566
54 1 709
54 18 590
54 19 958
54 63 984
54 29 696
54 86 806
54 82 654
54 20 892
54 4 870
54 28 987
54 33 923
54 97 897
54 57 794
54 24 799
54 78 548
54 56 705
54 26 701
54 23 800
54 43 846
54 0 505
54 3 657
54 50 832
54 51 689
54 36 593
54 53 884
54 16 876
54 55 797
54 46 695
54 40 545
54 59 788
54 34 990
54 62 586
54 30 733
54 47 531
54 45 727
54 66 761
54 68 950
54 22 739
54 21 751
54 38 936
54 74 500
54 76 549
54 37 683
54 42 837
54 32 775
54 83 584
54 84 937
54 85 978
54 31 770
54 14 721
54 2 654
54 89 648
54 48 783
54 25 903
54 10 979
54 13 537
54 94 981
54 35 507
54 39 790
54 5 510
54 15 997
73 90 549
73 69 509
73 88 974
73 75 971
73 61 568
73 98 960
73 64 809
73 77 772
73 95 929
73 7 596
73 92 944
73 79 734
73 87 950
73 12 930
73 54 8
73 67 9
73 52 621
73 72 991
73 65 713
73 18 991
73 60 897
73 19 690
73 96 962
73 63 950
73 86 931
73 82 715
73 20 928
73 4 851
73 33 848
73 9 501
73 17 926
73 97 565
73 57 557
73 24 754
73 78 573
73 56 927
73 26 655
73 23 785
73 43 593
73 6 889
73 0 700
73 3 566
73 53 878
73 16 917
73 55 799
73 46 765
73 40 819
73 58 521
73 59 861
73 44 699
73 62 792
73 30 637
73 47 600
73 45 524
73 41 591
73 68 736
73 22 627
73 70 821
73 21 972
73 38 784
73 74 830
73 49 908
73 76 934
73 37 653
73 42 816
73 11 730
73 27 831
73 81 684
73 83 742
73 84 693
73 85 746
73 31 798
73 2 965
73 89 875
73 48 779
73 25 674
73 10 659
73 13 823
73 8 992
73 35 806
73 39 793
73 15 649
67 90 971
67 88 997
67 75 611
67 61 742
67 98 551
67 64 945
67 77 849
67 95 563
67 7 938
67 92 689
67 79 668
67 99 746
67 93 876
67 87 682
67 12 655
67 54 646
67 73 9
67 80 7
67 52 577
67 72 664
67 1 546
67 65 706
67 18 552
67 91 858
67 60 624
67 19 836
67 96 880
67 63 612
67 86 688
67 82 621
67 20 697
67 4 835
67 28 915
67 33 961
67 9 822
67 17 761
67 97 927
67 57 915
67 24 937
67 56 778
67 26 929
67 23 730
67 6 742
67 50 781
67 53 843
67 16 775
67 55 963
67 46 525
67 59 804
67 44 754
67 34 569
67 62 724
67 30 962
67 45 855
67 66 981
67 41 562
67 68 570
67 22 677
67 70 716
67 71 814
67 21 536
67 74 612
67 37 746
67 42 714
67 27 938
67 81 801
67 32 711
67 83 621
67 84 798
67 85 740
67 31 908
67 14 760
67 2 990
67 89 848
67 48 837
67 25 991
67 10 946
67 13 659
67 8 679
67 35 763
67 39 894
67 5 567
80 90 645
80 88 578
80 75 907
80 61 752
80 98 941
80 77 853
80 92 630
80 79 671
80 99 547
80 93 997
80 87 834
80 12 851
80 54 920
80 67 7
80 52 1
80 72 760
80 1 796
80 65 626
80 91 886
80 60 612
80 96 991
80 63 977
80 29 711
80 86 945
80 82 676
80 20 550
80 4 886
80 28 514
80 33 973
80 9 935
80 17 823
80 57 949
80 78 688
80 56 672
80 26 551
80 23 650
80 43 997
80 6 803
80 3 831
80 50 986
80 51 952
80 36 966
80 53 717
80 55 655
80 40 945
80 44 752
80 34 677
80 62 564
80 47 945
80 45 969
80 66 985
80 22 891
80 70 708
80 71 702
80 21 704
80 74 859
80 76 804
80 37 793
80 81 975
80 32 532
80 83 815
80 85 916
80 31 605
80 14 963
80 2 936
80 89 983
80 10 633
80 13 547
80 94 819
80 8 508
80 35 865
80 39 918
80 5 706
80 15 736
52 90 656
52 69 951
52 88 578
52 75 606
52 98 757
52 64 854
52 77 762
52 92 580
52 79 918
52 99 600
52 93 783
52 87 654
52 12 821
52 73 621
52 67 577
52 80 1
52 72 8
52 1 956
52 18 724
52 91 594
52 60 686
52 19 712
52 63 555
52 82 584
52 20 930
52 4 715
52 28 868
52 33 670
52 9 636
52 17 779
52 97 518
52 57 887
52 24 812
52 78 602
52 56 795
52 23 505
52 43 560
52 6 731
52 0 509
52 3 883
52 50 958
52 51 984
52 36 696
52 53 527
52 16 606
52 55 942
52 46 991
52 58 600
52 59 948
52 44 948
52 34 605
52 62 866
52 30 649
52 47 743
52 66 507
52 41 727
52 68 594
52 22 819
52 70 700
52 38 972
52 74 796
52 49 873
52 76 631
52 37 649
52 42 578
52 11 802
52 27 717
52 81 703
52 32 526
52 83 516
52 85 610
52 31 577
52 14 933
52 2 865
52 89 679
52 48 576
52 25 511
52 94 778
52 8 914
52 39 726
52 5 557
72 90 614
72 69 518
72 88 960
72 75 545
72 61 534
72 98 920
72 64 901
72 95 957
72 7 797
72 92 590
72 79 594
72 99 955
72 93 859
72 87 968
72 12 857
72 54 566
72 73 991
72 67 664
72 80 760
72 52 8
72 1 4
72 65 935
72 18 744
72 60 707
72 19 531
72 96 856
72 63 860
72 86 998
72 82 779
72 20 842
72 4 845
72 28 906
72 33 817
72 9 837
72 17 899
72 97 812
72 24 908
72 56 615
72 26 947
72 23 507
72 6 644
72 0 821
72 3 735
72 50 699
72 36 671
72 53 992
72 16 959
72 46 710
72 40 736
72 58 762
72 44 678
72 34 776
72 62 575
72 47 898
72 45 971
72 66 636
72 41 606
72 68 769
72 22 506
72 71 847
72 21 864
72 38 761
72 74 860
72 49 926
72 76 635
72 37 969
72 11 544
72 27 801
72 81 826
72 32 866
72 83 534
72 84 650
72 85 663
72 31 543
72 14 707
72 2 711
72 48 875
72 25 512
72 10 548
72 13 610
72 94 762
72 8 766
72 39 560
72 5 526
72 15 801
1 90 751
1 69 851
1 61 999
1 64 981
1 77 597
1 95 958
1 7 800
1 92 828
1 79 805
1 99 886
1 93 943
1 12 913
1 54 709
1 67 546
1 80 796
1 52 956
1 72 4
1 65 1
1 18 603
1 91 717
1 60 664
1 19 965
1 96 705
1 63 702
1 29 903
1 82 557
1 20 924
1 4 663
1 28 768
1 33 847
1 9 841
1 17 549
1 97 988
1 24 643
1 78 693
1 23 531
1 43 538
1 6 612
1 0 979
1 3 851
1 50 813
1 51 639
1 36 844
1 53 699
1 16 762
1 46 586
1 58 661
1 59 612
1 44 880
1 47 607
1 45 772
1 66 680
1 41 605
1 68 974
1 22 944
1 70 524
1 71 877
1 21 978
1 38 658
1 74 692
1 49 577
1 11 664
1 81 676
1 32 758
1 83 714
1 84 610
1 85 742
1 31 999
1 14 762
1 2 903
1 89 767
1 48 606
1 25 650
1 10 869
1 13 915
1 94 863
1 8 590
1 35 969
1 5 579
1 15 595
65 69 903
65 88 667
65 75 938
65 61 529
65 98 724
65 77 864
65 95 647
65 79 697
65 99 929
65 87 957
65 73 713
65 67 706
65 80 626
65 72 935
65 1 1
65 18 6
65 60 766
65 19 965
65 96 502
65 29 757
65 86 908
65 82 529
65 20 641
65 4 555
65 28 594
65 33 584
65 9 923
65 17 828
65 97 533
65 57 608
65 24 777
65 78 598
65 56 601
65 26 743
65 6 604
65 0 844
65 3 952
65 50 812
65 51 705
65 36 841
65 53 764
65 55 592
65 46 679
65 40 766
65 58 981
65 59 610
65 44 708
65 34 817
65 62 684
65 30 845
65 47 662
65 66 999
65 41 613
65 68 752
65 22 846
65 71 992
65 21 729
65 38 665
65 74 536
65 49 953
65 76 868
65 37 825
65 11 509
65 27 599
65 81 518
65 32 565
65 83 923
65 31 985
65 14 544
65 89 857
65 48 642
65 25 836
65 10 520
65 13 528
65 94 803
65 8 777
65 35 566
65 39 509
65 5 504
18 90 724
18 69 646
18 88 881
18 61 568
18 64 670
18 77 514
18 95 869
18 7 633
18 92 546
18 79 600
18 99 545
18 93 669
18 87 994
18 12 549
18 54 590
18 73 991
18 67 552
18 52 724
18 72 744
18 1 603
18 65 6
18 91 10
18 19 714
18 96 801
18 63 662
18 29 785
18 86 544
18 82 707
18 20 516
18 4 568
18 33 949
18 9 987
18 17 906
18 97 925
18 24 654
18 78 696
18 56 621
18 26 978
18 23 652
18 43 849
18 6 710
18 0 784
18 3 784
18 50 664
18 36 700
18 16 540
18 55 575
18 46 789
18 40 695
18 58 862
18 59 596
18 34 574
18 62 806
18 30 959
18 47 776
18 66 897
18 68 561
18 22 777
18 70 755
18 21 619
18 38 943
18 74 693
18 49 907
18 37 504
18 11 930
18 27 693
18 81 961
18 32 977
18 84 875
18 85 960
18 31 961
18 14 902
18 89 908
18 25 851
18 10 955
18 13 706
18 94 723
18 8 606
18 35 845
18 39 952
18 5 921
18 15 671
91 90 938
91 69 624
91 88 665
91 75 948
91 98 857
91 64 997
91 95 975
91 7 673
91 92 500
91 99 899
91 93 561
91 87 843
91 67 858
91 80 886
91 52 594
91 1 717
91 18 10
91 60 1
91 19 669
91 96 855
91 63 687
91 29 719
91 86 884
91 20 923
91 4 553
91 28 824
91 33 781
91 9 970
91 17 793
91 97 892
91 24 586
91 78 829
91 56 966
91 23 822
91 43 547
91 6 700
91 0 875
91 3 543
91 51 948
91 53 695
91 55 517
91 46 834
91 40 946
91 59 884
91 44 516
91 34 580
91 62 707
91 30 848
91 47 744
91 45 947
91 41 842
91 68 738
91 22 995
91 71 853
91 21 856
91 38 671
91 49 610
91 76 941
91 37 508
91 42 655
91 11 846
91 27 575
91 81 506
91 32 752
91 83 888
91 14 594
91 89 799
91 48 784
91 25 578
91 13 688
91 94 907
91 8 795
91 35 919
91 39 745
91 5 598
60 90 729
60 69 518
60 88 534
60 75 910
60 61 562
60 98 877
60 64 998
60 77 656
60 95 582
60 7 781
60 92 567
60 79 560
60 99 855
60 93 636
60 87 918
60 73 897
60 67 624
60 80 612
60 52 686
60 72 707
60 1 664
60 65 766
60 91 1
60 19 3
60 96 926
60 63 664
60 29 602
60 86 645
60 20 716
60 4 510
60 28 553
60 33 554
60 9 534
60 17 930
60 97 710
60 24 630
60 78 586
60 26 989
60 23 830
60 43 514
60 6 950
60 0 642
60 3 989
60 50 910
60 36 963
60 53 592
60 16 953
60 55 741
60 46 897
60 58 879
60 59 527
60 44 824
60 34 892
60 62 864
60 30 651
60 45 793
60 66 730
60 41 718
60 68 542
60 22 852
60 70 845
60 71 820
60 21 553
60 38 610
60 74 800
60 76 842
60 37 740
60 42 712
60 11 697
60 27 622
60 32 930
60 83 717
60 84 601
60 85 683
60 31 745
60 14 758
60 2 670
60 89 987
60 48 509
60 10 881
60 13 573
60 94 568
60 8 578
60 35 853
60 15 983
19 90 563
19 69 902
19 64 687
19 77 553
19 92 996
19 79 736
19 99 630
19 93 849
19 12 745
19 54 958
19 73 690
19 67 836
19 52 712
19 72 531
19 1 965
19 65 965
19 18 714
19 91 669
19 60 3
19 96 8
19 63 783
19 29 824
19 86 667
19 82 639
19 20 888
19 4 570
19 28 896
19 33 912
19 9 717
19 17 869
19 97 916
19 78 907
19 26 963
19 23 883
19 43 540
19 6 511
19 0 535
19 3 926
19 51 835
19 36 784
19 53 559
19 16 619
19 55 990
19 46 771
19 40 926
19 58 957
19 59 743
19 44 649
19 34 591
19 62 688
19 30 698
19 47 994
19 45 902
19 41 737
19 68 855
19 22 548
19 70 940
19 21 928
19 38 653
19 74 704
19 76 799
19 37 542
19 42 910
19 27 869
19 81 963
19 32 619
19 83 847
19 84 955
19 14 736
19 2 716
19 89 844
19 10 851
19 13 811
19 94 921
19 8 638
19 35 892
19 39 708
19 5 796
19 15 680
96 90 747
96 88 759
96 61 941
96 98 759
96 64 522
96 77 728
96 95 907
96 7 981
96 79 764
96 99 976
96 93 590
96 87 581
96 12 858
96 73 962
96 67 880
96 80 991
96 72 856
96 1 705
96 65 502
96 18 801
96 91 855
96 60 926
96 19 8
96 63 8
96 29 889
96 20 716
96 28 804
96 33 688
96 9 854
96 17 986
96 97 888
96 57 867
96 78 849
96 56 953
96 26 843
96 23 558
96 43 686
96 6 758
96 0 617
96 3 772
96 51 744
96 36 933
96 53 911
96 16 822
96 55 694
96 40 913
96 58 795
96 59 875
96 34 570
96 62 765
96 30 948
96 45 876
96 66 740
96 41 658
96 68 744
96 22 653
96 70 912
96 71 851
96 38 914
96 74 900
96 49 871
96 76 688
96 37 574
96 42 586
96 27 886
96 32 762
96 84 762
96 85 806
96 31 827
96 14 536
96 89 888
96 25 654
96 13 967
96 94 856
96 8 875
96 35 767
96 39 621
96 5 848
96 15 785
63 69 675
63 88 537
63 75 540
63 61 912
63 98 594
63 64 801
63 77 799
63 7 574
63 92 788
63 79 737
63 99 682
63 87 684
63 12 773
63 54 984
63 73 950
63 67 612
63 80 977
63 52 555
63 72 860
63 1 702
63 18 662
